NEVOgroep|product_naam_f|energiewaardeinkcal_kcal|eiwittotaal_g|vettotaal_g|vetzurenverzadigd_g|zout_g|koolhydraten_g|monoendisacchariden_g|ingredienttekst
Brood|Pitabakjes 8st/45g|243.0|8.4|1.0|0.2|1.0|48.5|1.9|TARWEbloem, water, gist, zout, dextrose.
Hartige snacks en zoutjes|Van Hagen rookworst broodjes 8 x 75 g|290.0|10.5|11.1|3.2|1.6|36.0|3.9|Tarwebloem , 30% varkensvlees, water, paneermeel (tarwe), raapzaadolie, gist, basterdsuiker, zout, gemodificeerd zetmeel, mosterdmeel, tarwezetmeel, gehydroliseerd soja eiwit, glucosestroop, emulgatoren: mono- en diglyceride van vetzuren, E450, E451, kara
Hartige snacks en zoutjes|Knakkerbollen sneeuwvlok|254.0|10.1|9.6|3.6|1.53|30.7|1.9|TARWEBLOEM,  water, 16% rundvlees*, 16% varkensvlees*, SCHARRELEI, gist, paneermeel (TARWE), plantaardige oliën (palm en raapzaad), gejodeerd zout, zout, dextrose, glucosestroop, specerijen, marjoraan, veldbonenmeel, magere MELKPOEDER, weipoeder (MELK), g
Hartige snacks en zoutjes|Worstelbroodjes petite|260.0|11.0|9.1|3.0|1.9|32.4|4.4|tarwebloem, 26% varkensvlees, water, paneermeel (tarwebloem, water, tarwezemelen,  gist, zout, zout, margarine (plantaardige oliën (palm, kokos, raapzaad, zonnebloem), water, zout, emulgator: mono- en diglyceriden van vetzuren; voedingszuur: citroenzuur;
Gebak en koek|Boerderijcake|388.0|5.8|18.8|7.8|0.86|48.0|26.3|TARWEBLOEM, suiker, SCHARRELKIPPENEI, palmvet, plantaardige oliën (raapzaad, kokos), oligofructose, stabilisator: E422, rijsmiddel: E500/E450, emulgator: E471, TARWEZETMEEL, glucosestroop, tapiocazetmeel, conserveermiddel: E282/E202, zout, TARWEVEZEL, ver
Gebak en koek|Tulband Choco-Twist Delight|418.86|6.291|22.439|14.271|1.045|47.014|31.523|suiker, EI, roomboter (MELK), TARWEbloem, cacaopoeder (magere), TARWEzetmeel, abrikozenpuree, emulgatoren (E472b, E477, E322 (SOJA), E322), plantaardige vetten (palm, shea, palmpit), MELKpoeder (magere), kleurstoffen (E150c, E160a, E160b, E120, E100, E171
Gebak en koek|Chocolade vulkaan cake traktatie 2st/90g|417.0|5.2|25.1|15.4|0.325|41.0|34.4|suiker, chocolade 20,2% (cacaomassa¹, suiker, emulgator: zonnebloemlecithine, natuurlijk vanille-aroma), scharrelEI, zonnebloemolie, TARWEbloem, water, cacaopoeder¹, gepasteuriseerde room (MELK), gepasteuriseerde magere MELK, gemodificeerd maïszetmeel, bo
Gebak en koek|ChocoMaatje Taart & Chocolade grootverpakking 12 stuks 400 g|429.0|5.4|21.0|4.1|0.6|56.5|31.0|Tarwebloem, suiker, glucose-fructosestroop, koolzaadolie, eieren, stabilisator (glycerol), cacaomassa, volle melkpoeder, cacaoboter, magere melkpoeder, tarwezetmeel, rijsmiddelen (difosfaten, kaliumcarbonaten), magere cacaopoeder, weipoeder (van melk), zo
Gebak en koek|Smeltboter puur koek 450g|377.0|5.7|18.5|11.8|0.8|47.1|26.5|suiker, TARWEBLOEM,  SCHARRELEI, 19% roomboter (MELK), stabilisator: E422, rijsmiddel: E450/ E500, emulgator: E471, TARWEZETMEEL, glucosestroop, tapiocazetmeel, rijstzetmeel, conserveermiddel: E202/ E282, zout, TARWEVEZEL, verdikkingsmiddel: xanthaangom,
Gebak en koek|Chokoan 140g choco swirl ea.|446.0|5.0|23.0|11.0|0.83|56.0|31.0|TARWEBLOEM, suiker, palmolie, EIEREN, glucose-fructosestroop, stabilisator (glycerol), volle MELKPOEDER, cacaomassa, cacaoboter, weipoeder (van MELK), rijsmiddelen (dinatriumdifosfaat, natriumwaterstofcarbonaat), zout, emulgatoren (SOJALECITHINE, E472b, E
Gebak en koek|Merkenloos choco taartjes gegarneerd met purechoco schilfers 174gram|454.0|4.8|25.7|4.3|0.26|50.8|33.7|plantaardige olie (raap), suiker, TARWEBLOEM, SCHARRELEI, glucose-fructosestroop, 7% chocolade chunks [suiker, cacaomassa, cacaoboter en emulgator (SOJALECITHINE)], 6% melkchocolade chunks [suiker, cacaoboter, cacaomassa, volle MELKPOEDER, magere MELKPOED
Suiker, snoep, zoet beleg en zoete sauzen|Jongeren Land s3 50g|572.0|8.6|37.3|17.3|0.272|49.5|41.2|MELKchocolade 31,5% (suiker, cacaoboter, cacaomassa, magere MELKpoeder, boterconcentraat (MELK), emulgator: lecithinen (SOJA), vanilline), suiker, palmolie, TARWEmeel, HAZELNOTEN (10,8%), magere MELKpoeder (8,5%), volle MELKpoeder (5,5%), pure chocolade 1
Suiker, snoep, zoet beleg en zoete sauzen|Mors|449.0|4.1|16.6|8.3|0.42|70.2|61.7|suiker, glucosesiroop, cacaoboter, volle MELKPOEDER, cacaomassa, zonnebloemolie, magere MELKPOEDER, LACTOSE, weipoeder (van MELK), magere cacao, botervet (van MELK), GERSTEMOUTEXTRACT, emulgator (SOJALECITHINE), zout, KIPPENEI-EIWITPOEDER, palmvet, gehydr
Suiker, snoep, zoet beleg en zoete sauzen|Neptune cookie|452.0|4.6|18.3|8.0|0.4|66.0|56.4|suiker, glucosesiroop, magere MELKPOEDER, zonnebloemolie, cacaomassa, cacaoboter, magere cacao, botervet (van MELK), LACTOSE en eiwit van wei (van MELK), weipoeder (van MELK), palmvet, GERSTEMOUTEXTRACT, emulgator (SOJALECITHINE), zout, KIPPENEI-EIWITPOED
Suiker, snoep, zoet beleg en zoete sauzen|Munchies|443.0|3.9|15.7|7.7|0.43|70.9|61.9|MARS - Ingrediënten: suiker, glucosesiroop, cacaoboter, volle MELKPOEDER, cacaomassa, zonnebloemolie, magere MELKPOEDER, LACTOSE, weipoeder (van MELK), magere cacao, botervet (van MELK), GERSTEMOUTEXTRACT, zout, emulgator (SOJALECITHINE), KIPPENEI-EIWITPO
Suiker, snoep, zoet beleg en zoete sauzen|Knickers Krunch|482.0|7.1|23.0|9.3|0.53|60.0|44.0|glucosestroop, suiker, PINDA'S, rijstemeel, palmvet, VOLLEMELKPOEDER, cacaoboter, cacaomassa, bevochtigingsmiddel (glycerol), MAGEREMELKPOEDER, LACTOSE, zout, dextrose, emulgator (SOJALECITHINE), vanille-extract. (Kan bevatten: HAZELNOOT, gluten bevattend
Suiker, snoep, zoet beleg en zoete sauzen||483.0|7.1|23.0|9.2|0.53|61.0|44.0|glucosesiroop, suiker, PINDA'S, rijstemeel, palmvet, VOLLEMELKPOEDER, cacaoboter, cacaomassa, bevochtigingsmiddel (glycerol), MAGEREMELKPOEDER, LACTOSE, zout, dextrose, emulgator (SOJALECITHINE), natuurlijk vanille-extract. (Kan bevatten: HAZELNOOT, glute
Suiker, snoep, zoet beleg en zoete sauzen|Tickers Snowburst|491.0|9.0|24.0|9.1|0.63|59.0|51.0|suiker, glucosesiroop, PINDA'S, cacaoboter, VOLLEMELKPOEDER, MAGEREMELKPOEDER, zonnebloemolie, palmvet, zout, LACTOSE, weipoeder (van MELK), emulgator (SOJALECITHINE), KIPPENEI-EIWITPOEDER, natuurlijk vanille-extract, MELKEIWIT. (Kan bevatten: HAZELNOOT).
Suiker, snoep, zoet beleg en zoete sauzen|Twizz Snow|502.0|4.8|25.0|15.0|0.41|64.0|48.0|suiker, glucosesiroop, TARWEMEEL, palmvet, cacaoboter, VOLLEMELKPOEDER, MAGEREMELKPOEDER, magere cacao, zout, emulgator (SOJALECITHINE), rijsmiddel (E500), natuurlijk vanille-extract. (Kan bevatten: HAZELNOOT, AMANDEL, GERST, HAVER).
Hartige snacks en zoutjes|Snack'ris paprika|417.0|22.0|11.0|0.8|2.6|53.0|2.6|Aardappel 47% (aardappelgranulaat, aardappelvlokken, aardappelzetmeel), SOJA proteïne 25%,  zonnebloemolie, tapiocazetmeel,   zout, uipoeder, kruiden (paprika), suiker, dextrose, natuurlijke smaakstoffen, gistextract, knoflookpoeder, kleurstof (paprika ex
Hartige snacks en zoutjes|Crunchy Nacho Bites Salty (450 gram)|481.0|7.8|22.2|2.1|0.9|59.6|0.6|maïs, zonnebloemolie, 0.9% zout
Suiker, snoep, zoet beleg en zoete sauzen|Chocolade staaf melk/amandel 100 gram|582.0|9.2|41.0|17.0|0.14|42.0|39.0|"Suiker, 25% gebroken HAZELNOTEN, cacaoboter, volle MELKPOEDER, cacaomassa, botervet (MELK), emulgator: zonnebloemlecithine, aroma.
Melkchocolade: ten minste 36% cacaobestanddelen.

Dit product kan sporen van andere NOTEN, EI en SOJA bevatten."
Suiker, snoep, zoet beleg en zoete sauzen|Natuurhart laag suiker choco noottablet|564.0|7.8|36.8|20.4|0.2|49.9|9.1|"melkchocolade (cacao: 38% minimum) (zoetstof maltitol, volle MELKpoeder, cacaoboter, cacaomassa, emulgator: SOJAlecithine, aroma van naturlijke vanille), hazelnoten (6,00%)Overmatig gebruik kan een laxerend effect hebben. Ook glutenvrij!
KAN SPOREN BEVATT"
Suiker, snoep, zoet beleg en zoete sauzen|Echologische donker chocola 75%|572.0|7.9|44.0|27.0|0.02|29.0|25.0|Cacaomassa (Tanzania)*, rietsuiker*, cacaoboter*. * = Ingrediënt van biologische oorsprong. Pure chocolade: cacaobestanddelen minimaal 72%.
Suiker, snoep, zoet beleg en zoete sauzen|Chocolade blok zwart|525.0|6.4|32.0|20.0|0.012|49.0|46.0|"Suiker, cacaomassa, cacaoboter, emulgator: zonnebloemlecithine, natuurlijk vanillearoma.
Pure chocolade: ten minste 54% cacaobestanddelen 

Dit product kan sporen van MELK en NOTEN bevatten."
Suiker, snoep, zoet beleg en zoete sauzen|Aro 1x48g slab noir 94|540.0|4.9|32.0|20.0|0.01|54.0|52.0|Suiker, cacaomassa, cacaoboter, MELKVET, emulgator (SOJALECITHINE), aroma, magere MELKPOEDER. Cacao: ten minste 46%. KAN NOTEN BEVATTEN.
Suiker, snoep, zoet beleg en zoete sauzen|Tablet royale chocolade|510.0|7.5|28.0|17.0|0.014|53.0|49.0|"Cacaomassa, suiker, lactose (MELK), botervet (MELK), emulgator: E322/E476
Pure chocolade: ten minste 50% cacaobestanddelen

Dit product kan sporen van EI, GLUTEN, NOTEN en SOJA bevatten."
Suiker, snoep, zoet beleg en zoete sauzen|Jongen Super 6 x 22 g|566.0|8.7|35.0|22.6|0.313|53.5|53.3|Superieure melkchocolade 40% (suiker, melkpoeder, cacaoboter, cacaomassa, emulgatoren: lecithinen [soja]; vanilline), suiker, magere melkpoeder, palmolie, boterconcentraat, emulgatoren: lecithinen [soja], vanilline, Op het totaal: melkproducten 33% (mager
Vleeswaren|Korned rundvlees (200 gram)|232.0|21.0|16.0|6.4|2.5|1.0|1.0|76.5% gekookt rundvlees, 20% rundvlees, zout, suiker, conserveermiddel: E250 E = door EU goedgekeurde hulpstoffen.
Brood|Kleine krakers|440.0|10.7|13.1|6.6|1.3|68.6|2.2|"TARWEBLOEM, palmolie, glucosestroop, zout, zuurteregelaar: E500, gist, moutextract (TARWE, GERST).

Dit product kan sporen van SESAM bevatten."
Brood|Jippie krakeltjes 75 stuks 240 g|440.0|10.7|13.1|6.6|1.3|68.6|2.2|Tarwemeel, palmolie, glucosestroop, zout, zuurteregelaar: E500, gist, gerstemoutextract, E = door EU goedgekeurde hulpstoffen.
Vleesvervangers en zuivelvervangers|Luxis romerzakje 500x3g|520.0|1.9|30.0|30.0|1.3|62.0|11.0|Glucosestroop, geheel gehard kokosvet, stabilisatoren (E340, E452), MELKEIWIT, emulgator (E471), antiklontermiddel (E551), kleurstof (E160a)
Vleesvervangers en zuivelvervangers|Dolcetto creamer stick 1200 x 2,5 g|520.0|1.8|30.0|30.0|1.3|61.0|8.6|Glucosestroop, geheel geharde kokosolie, stabilisatoren (E340, E452), melkeiwit, emulgator (E471), anti-klontermiddel (E551), kleurstof (E160a)
Brood|Mega croissantmix 340g|340.0|8.0|18.6|9.4|2.0|32.4|3.6|TARWEbloem, water, margarine (plantaardige oliën [palm, koolzaad] water, emulgator: E471 [niet dierlijk], zout, voedingszuur: citroenzuur), TARWEgluten, rijsmiddelen: E450 en E500, dextrose, suiker, aroma, ethylalcohol, zout, meelverbeteraar: E300, kleurs
Gebak en koek|Vulkanen chocoladecake 2st|384.0|6.5|21.2|9.4|0.13|40.0|34.7|"SCHARRELEI, suiker, 22% pure chocolade (cacaomassa, suiker, magere cacaopoeder, emulgator: E322 (SOJA), natuurlijk vanille aroma), boter (MELK), plantaardige oliën (raapzaad, zonnebloem), TARWEBLOEM, volle MELKPOEDER, gealkaliseerd cacaopoeder.
Dit produc"
Gebak en koek|Rb schuimgebak per stuk|275.52|3.15|7.05|4.54|0.04|50.07|28.3|suiker, water, TARWEbloem, EI, TARWEzetmeel, Slagroom(Stabilisator(E407 (carrageen))), ananas, mandarijn, cacaomassa, weipoeder(MELK), cacaopoeder (magere), glucosestroop (gedroogd), glucosestroop, alcohol, aromatiserend preparaat, aromastof(MELK), SOJAbl
Groente|Groene erwten en worteltjes licht gezouten|70.0|4.0|1.2|0.2|0.04|8.8|3.8|(54%)erwten, (39%)wortel, water, suiker, gemodificeerd maïszetmeel, vloeibare margarine (plantaardige olie (zonnebloem, raapzaad (gehard)), zout, emulgator: zonnebloemlecithine, natuurlijk aroma, kleurstof: carotenen), witte peper.
Groente|Krokante erwten en worteltjes delicaat|44.0|2.5|0.5|0.2|0.31|5.5|1.8|water, doperwten, wortelen, zout.
Groente|Peulvruchten wortelstukjes delicaat|44.0|2.5|0.5|0.2|0.31|5.5|1.8|Water, doperwten, wortelen, zout.
Groente|Groenertjes-wortelkens|43.0|2.5|0.6|0.1|0.0|5.0|2.5|"groente* (32% wortel, 32% doperwt), water.
EU Landbouw
*Van biologische oorsprong."
Groente|Groenerwten ultra fijn|64.0|4.3|0.6|0.2|0.31|8.0|1.0|doperwten, water, zout.
Groente|Groene Parelwten Delicaat 425ml|87.0|9.2|1.1|0.3|0.46|5.3|2.2|doperwten, water, zout, suiker.
Hartige sauzen|Bistro de luca dressing ahorn 250ml|380.0|0.0|37.0|5.2|0.1|9.6|9.6|Balsamicoazijn 63,5% (wijnazijn, geconcentreerde druivenmost), olijfolie extra vergine 35%, acacia honing 1%, natuurlijk aroma.
Hartige sauzen|Zoete mosterd dip|277.0|1.2|15.8|1.1|2.59|28.6|7.5|Water, koolzaadolie, alcoholazijn, 8% MOSTERD (water, MOSTERDZAAD, azijn, zout, voedingszuur: citroenzuur, conserveermiddel: KALIUMMETABISULFIET), 4% honing, suiker, kippenei-EIGEEL, zout, gemodificeerd aardappelzetmeel, geconcentreerd citroensap, verdikk
Hartige sauzen|Honing dijon topping|265.0|1.0|21.1|1.6|1.8|16.8|15.3|water, raapolie, glucose-fructosestroop, azijn, 3,8% honing, 2,3% MOSTERDMEEL, zout, EI*, EIGEEL*, 0,9% MOSTERDZAAD, verdikkingsmiddel: E412/E410/E415, citroensap, gemodificeerd maïszetmeel, conserveermiddel: E202, antioxidant: E385, kleurstof: carotenen.
Hartige sauzen|Zoet-zuur mosterdsaus|280.0|1.2|26.0|1.9|1.78|9.6|9.2|"water, raapolie, 20% mosterd (water, mosterdzaad, azijn, zeezout, kurkuma, dragon), 12% bloemenhoning, zout, azijn, knoflook, verdikkingsmiddel (xanthaangom).
Waarvan toegevoegde suikers 9.2g per 100 milliliter"
Hartige sauzen|Yogellaise 350ml|298.0|1.0|26.1|1.9|1.62|14.1|8.9|water, raapzaadolie, magere yoghurt Beter Leven 3 sterren 15% (MELK), azijn, maïszetmeel, glucose-fructosestroop, suiker, EI Beter Leven 2 sterren 1,8%, zout, mosterd (water, azijn, MOSTERDzaad, kurkuma), EIgeel Beter Leven 2 sterren 0,5%, gemodificeerd m
Hartige sauzen|Trellio vinaigrette dadel 250milliliter|379.0|0.0|37.0|5.2|0.1|9.3|9.3|Balsamicoazijn van Modena 61% (wijnazijn*, geconcentreerde druivenmost*), olijfolie extra vergine 37%, geconcentreerde vijgen sap 1%, natuurlijke aroma. *Bevat SULFIET.
Suiker, snoep, zoet beleg en zoete sauzen|Zoutige Dropmelange|326.0|7.2|0.3|0.2|0.09|74.0|46.0|Suiker, glucosestroop, gemodificeerd zetmeel, gelatine (SULFIET), salmiakzout 5%, zoethoutwortelextract 4%, melado, maiszetmeel , plantaardige oliën (kokos, palm) , gekaramelliseerde suiker, aroma's, glansmiddelen (bijenwas, carnaubawas), TARWEBLOEM
Suiker, snoep, zoet beleg en zoete sauzen|Honingdrop zonder suiker 100g|218.0|0.8|0.2|0.2|0.325|65.8|0.5|zoetstoffen: E965 en steviolglycosiden, geleermiddel: E414, gemodificeerd tapiocazetmeel, water, zoethoutwortelextract, aroma, kleurstof: E153, kokosolie, glansmiddelen: bijenwas en E903.
Suiker, snoep, zoet beleg en zoete sauzen|Zenco boerenhuis drop sterk zout 240 g|325.0|10.0|0.5|0.3|0.26|71.0|42.0|Suiker, gemodificeerd zetmeel, glucosestroop, gelatine (sulfiet), salmiakzout 5,3%, melado, zoethoutwortelextract 3,5%, zetmeel, plantaardige oliën (kokos, koolzaad), anijsolie, glansmiddel (bijenwas)
Suiker, snoep, zoet beleg en zoete sauzen|Radige drop|320.0|0.4|0.1|0.1|0.08|79.0|51.0|suiker, glucosestroop, water, glutenvrij tarwezetmeel, melasse, gemodificeerd maïszetmeel, salmiakzout, zoethoutwortelextract, kokosolie, kleurstof (plantaardige koolstof [E153]), natuurlijk anijsaroma, glansmiddel (carnaubawas [E903]).
Suiker, snoep, zoet beleg en zoete sauzen|Zachte druppels 750 g|329.0|0.4|0.2|0.2|0.08|81.2|52.4|Suiker, glucosestroop, tarwezetmeel, water, melasse, gemodificeerd maïszetmeel, zoethoutwortelextract, salmiakzout, kleurstof: E153, aroma, plantaardige olie (kokos), glansmiddelen: bijenwas, carnaubawas
Suiker, snoep, zoet beleg en zoete sauzen|Kleintje honingsnoepjes sv|198.0|0.8|0.1|0.1|0.13|61.0|0.0|zoetstoffen (maltitolstroop, steviolglycosiden), verdikkingsmiddel (arabische gom), zoethoutwortelextract, gemodificeerd zetmeel, aroma's, salmiakzout, kokosolie, glansmiddel (bijenwas), kleurstof (plantaardige koolstof).
Samengestelde gerechten|Smakelijk&uniek 3 Ottomanse pides authentieke lahmacun 3 x 180 g|205.0|7.6|2.7|0.9|1.74|37.0|2.1|Deeg 65% [tarwemeel, drinkwater, tafelzout, olijfolie pomace, gist, specerij], topping 35% [gehakte tomaten, uien, kippenvlees 20%, rundvlees 15%, tomatensap, paprika, tomatenpuree, specerijen, suiker, zonnebloemolie, tafelzout, rundervet, gemodificeerd m
Samengestelde gerechten|Wrap kippetje Caesar|258.0|12.38|14.58|2.57|1.32|18.46|0.69|35,3% wrap tomaat (TARWEbloem, water, raapzaadolie, rijsmiddel: E500 en E450, tomaat, dextrose (TARWE), glucose siroop (TARWE), zout, voedingszuur: appelzuur, kruiden en specerijen, kleurstof: paprika-extract, gedroogde groenten), 22,1% gegrilde kip (93%
Samengestelde gerechten|Kip Pesto Rol 110g|283.0|9.8|17.1|6.7|1.38|21.5|1.9|wrap 39,7% (TARWEbloem, water, raapzaadolie, spinaziepoeder, gejodeerd zout, dextrose, rijsmiddel: E500, stabilisatoren: E412, E422 en E466, voedingszuur: citroenzuur, emulgator: E471, TARWEkiemen, TARWEgluten), roomkaas 28,9% (gepasteuriseerde magere MEL
Niet-alcoholische dranken||42.0|0.0|0.0|0.0|0.04|10.3|10.3|Sprankelend water, suiker, glucose, voedingszuren: E330, E338, kleurstof: E150d, zuurteregelaar: E500(ii), natuurlijke aroma's, cafeïne (0.03%), conserveermiddelen: E211, E202, vitamines: niacine (B3), B6, guarana extract (0.001%)
Niet-alcoholische dranken|Koko-cola vitality boost|42.0|0.0|0.0|0.0|0.04|10.3|10.3|Sprankelend water, voedingszuren: E330, E338, natuurlijke aroma's, kleurstof: E150d, zuurteregelaar E500(ii), zoetstoffen: acesulfaam-K. sucralose, cafeïne (0.03%), conserveermiddelen: E211, E202, vitamines: niacine (B3), B6, guarana extract (0.001%)
Vleeswaren|Filet europeaans puur 140gr 2stk|194.0|14.696|13.613|2.955|1.968|2.742|1.159|70% rundvlees*, water, zonnebloemolie, SCHARRELEIGEEL, zout, zetmeel (rijst, erwt), glucosestroop, azijn, gehydrolyseerd eiwit (SOJA, mais), suiker, natuurlijk aroma's, kruiden, specerijen (MOSTERD), specerijenextract, concentraat (paprika, appelsap), gro
|Zeemelange|12.0|0.7|0.5|0.2|0.65|1.1|1.1|water, 1,5% kabeljauwextract, maltodextrine, plantaardige olie (raap, zonnebloem), 0,4% sherry, zout, concentraat (ui, 0,1% mossel, wortel, selderij, prei), gistextract, natuurlijk aroma, verdikkingsmiddel (xanthaangom [E415]), gekaramelliseerde suiker, e
Hartige snacks en zoutjes|Frikadoodel|225.0|12.7|15.5|5.3|1.67|8.4|1.1|"59% kippenseparatorvlees*, 14% varkensspek*, water, paneermeel (TARWEBLOEM, zout, gist), zout, kruiden en specerijen, dieetzout (kaliumchloride), dextrose, antioxidant: E316, voedingszuur: E330/E331, stabilisator: E451/E450, SOJA-eiwit.
* = Beter Leven ke"
Hartige snacks en zoutjes|De Vrolijke Snacks Frikadel Deluxe (40 x 85g = 3400g)|184.0|12.0|13.0|3.9|2.0|8.9|0.5|51% kipseparatorvlees, kipcollageen, paneermeel (TARWE), water, kippenvet, 4% rundvlees, plantaardig eiwithydrolysaat (SOJA), zout, ui, kruiden, specerijen, stabilisatoren: E450, E451, E452, suiker, smaakversterker: E621, antioxidanten: E301, E331, gistex
Niet-alcoholische dranken|Suikerloze Fizz 4-pack|1.0|0.04|0.0|0.0|0.02|0.07|0.07|"Koolzuurhoudend water, kleurstof: E150d, voedingszuur: E338/E330, zuurteregelaar: E331, zoetstof: E951*/E950, aroma, cafeïne, conserveermiddel: E211.
* Bevat aspartaam, een bron van fenylalanine."
Hartige snacks en zoutjes|Mega frikandellen de authentieke 6 stuks 400 g|197.0|12.3|12.5|3.6|2.0|8.4|0.5|Mechanisch gescheiden kippenvlees 54% , water, varkensvlees 14%, paneermeel (tarwebloem, zout, gist), zout, kruiden, specerijen, dieetzout (kaliumchloride), dextrose, uipoeder, stabilisatoren: E450 en E451 , antioxidant: E316 , gehydrolyseerd soja-eiwit ,
Hartige snacks en zoutjes|Norla's mini frikandellenrijkjes|218.0|13.0|16.0|5.9|1.9|4.7|1.1|Kippenseparatorvlees 47%, water, varkensvlees 15%, paneermeel (TARWEbloem, water, gist, zout), varkensvet, ui, zout, kruiden en specerijen, dextrose, knoflook, glucosestroop, emulgatoren: E450 en E452, natuurlijk aroma, maltodextrine, antioxidanten: ascor
Niet-alcoholische dranken|Ultra Chilled Citrus 150 cl|0.5|0.1|0.0|0.0|0.03|0.1|0.0|koolzuurhoudend water, citroensap uit concentraat (1%), kleurstof (karamel E150d), aromas (o.a. cafeïne en natuurlijke plantenextracten), voedingszuren (E338, E330), zoetstoffen (E950, E951), zuurteregelaar (E331), conserveermiddel (E211).
Niet-alcoholische dranken|Sinas Light Fris 1,5l|4.0|0.07|0.01|0.0|0.008|0.6|0.5|koolzuurhoudend water, sinaasappelsap uit concentraat 6%, voedingszuur: citroenzuur, zoetstoffen: aspartaam* en sacharinen, antioxidant: E300, natuurlijk sinaasappelaroma met andere natuurlijke aroma's, geconcentreerd wortelsap, zuurteregelaar: E331, cons
Niet-alcoholische dranken|Zesty Lichte|4.0|0.1|0.0|0.0|0.0|0.7|0.7|koolzuurhoudend water, 8% sinaasappelsap uit concentraat, voedingszuur (citroenzuur [E330], appelzuur [E296]), zoetstof (aspartaam [E951], sacharine [E954]), antioxidant (ascorbinezuur [E300]), wortelsapconcentraat, natuurlijk sinaasappelaroma met andere
Niet-alcoholische dranken|Koka-Kula|42.0|0.0|0.0|0.0|0.0|10.6|10.6|Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's (plantenextracten), waaronder cafeïne.
Niet-alcoholische dranken|Beksi cola original 20 cl|44.0|0.0|0.0|0.0|0.01|10.9|10.9|koolzuurhoudend water, suiker, kleurstof (karamel E150d), voedingszuur (E338), aromas (o.a. cafeïne en natuurlijke plantenextracten).
Niet-alcoholische dranken|Goldenberg ginger fizz bio pressé 250ml|43.0|0.0|0.0|0.0|0.0|11.0|11.0|Koolzuurhoudend bronwater, biologische suiker, biologisch citroensap (uit sapconcentraat), biologische gemberwortelinfusie 2%, gemberextracten, voedingszuur (citroenzuur), capsicumextract
Suiker, snoep, zoet beleg en zoete sauzen|Fruit delight 4 smaken|123.0|0.539|0.051|0.01|0.023|28.417|28.417|"Vruchten (30% aardbei, 26% kers, 26% rode bes, 18% framboos), suiker, water, geleermiddel: pectinen, voedingszuur: citroenzuur, conserveermiddel: E202, antioxidant: ascorbinezuur. 

Bereid met 66g vruchten per 100g."
Suiker, snoep, zoet beleg en zoete sauzen|Fruitschmear aardbei|154.0|0.43|0.24|0.034|0.029|36.32|32.273|"Aardbei*, rietsuiker*, citroenconcentraat*, geleermiddel: pectinen, zuurteregelaar: calciumcitraten, zwarte bes- en wortelconcentraat*.

*van biologische oorsprong.

Bereid met 66g vruchten per 100g."
